"title","review","stars","productname","platform"
"",App always takes forever to load. Now it is constantly crashing before it even opens. My phone says it has a bug. I'm just trying to make sure my car is locked and I can't do it. Very frustrating.,"1.00",TOYOTA,ANDROID
Worst Car Application.,"Long time fan/owner however after using this app, I am no longer interested in owning a vehicle from Lexus.
The application keeps signing me out which defeats the purpose of being able to remote control my vehicle. Also, the TIME it takes to use any of the features is absolutely ridiculous. The developers needs to fix the problems me and other consumers are having.
Lexus, do better. We pay top dollar for your vehicles the least you can do is have an app worth using.","1.00",LEXUS,IOS
Don’t waste your money,"If you’re looking for a remote start, it only works MAYBE 1/2 the time and is very slow when it does. You’ll need to repeatedly try it to get it to work and even then it’s a craps shoot.","1.00",TOYOTA,IOS
"",App never displays amount due or payment method. It's always on refresh. I have to instead opt for a phone call to pay my bills.,"1.00",TOYOTA,ANDROID
"",Very helpful.,"5.00",TOYOTA,ANDROID
"",My Lexus won't connect to the app it says unable to process the request please try again. I don't know what is wrong.,"1.00",LEXUS,ANDROID
Awful,"If I could give zero stars I would. I can’t even set up auto pay for my vehicle loan on the app. Then when I deleted it and re-installed, I couldn’t sign back in.","1.00",TOYOTA,IOS
Expensive service,Can’t believe we have to pay for remote connect features…,"1.00",TOYOTA,IOS
"","Rarely connects and functions when I want it to. Using my phone: The remote start works about 1/14 attempts. Lock / unlock feature works about 1/3 attempts. Auto sign in is about 1/3 attempts. Butit is 10/10 to send me the msg that my doors are unlocked or my free trial is about to expire or that it is ""looking for my car"". Sometimes at 2 am....waste of time.","1.00",TOYOTA,ANDROID
"",Absolute garbage app. Have to sign in and re-enable biometric login almost every time I use the app. Features are buggy and the chuckle heads actually think people will pay a monthly fee for this heap.,"1.00",TOYOTA,ANDROID
"","Worthless. Seems to recognize my VIN and associate it with the type vehicle, but when I click to finish adding the vehicle I get a message telling me Toyota has no record of it.","1.00",TOYOTA,ANDROID
Terrible App,"This is the worst app for a vehicle I have ever used. It’s clunky and makes simple tasks incredibly hard. You can not put more than 1 driver profile under a single account and it is even harder to get the truck to set up other profiles. 
I love my truck but I am very disappointed in this app and the communication with the truck. I expected a lot more from Toyota.","1.00",TOYOTA,IOS
Not as advertised,The app doesn’t actually show anything under the remote tab as shown when going to the App Store. I’ve tried multiple times of uninstalling and reinstalling but still no change. If only it was shown to work just as it actually works instead of false advertisement. You really can’t use the app for anything else but to just look at the tire pressure.,"1.00",TOYOTA,IOS
Very limited functionality- 2024 RX450h+,"Lexus once again, surprise me with their limited functionalities on this app, even with a brand new 2024 suv with tons of capabilities. Either I cannot monitor info about the EV driving performances, neither the most basic, check the battery lever or the charging status. Considering move out from Lexus after 12 years and 6 cars!","2.00",LEXUS,IOS
"",Bad service.,"1.00",TOYOTA,ANDROID
"",I really like this app for all its features! However recently I have been unable to pay my bill or look at my amounts on the app. Would give more stars if the payment section actually worked!,"3.00",TOYOTA,ANDROID
Payment,"Update- the app payment piece stopped working again.  The website won’t allow me to use my active pw or change it.  I continue to receive errors although it recognizes my login name.  So then I called to make my payment 3 days ago.  Using the automated system, I paid my regular payment and included a payment to my principle.  All in one call.  Turns out their system only recognized the additional principle payment.  I honestly am astonished at how Toyota, a well respected brand, has screwed up their financial payment processes.  Their app, website, and now phone system can’t process anything.  They need to revamp who is in charge of this program.  I’m embarrassed for them.  
The payment feature on the app stopped working. I tried to pay via the website but my credentials don’t work. Apparently an email was generated for me that is not familiar and doesn’t match my login but it’s also my login? This is Toyota. One would think they could create an app that works better and doesn’t have so many technical issues.","1.00",TOYOTA,IOS
"","Useless app. Using a new flagship phone and it no longer opens. Tried uninstall and reinstall to no avail. Come on Lexus, this makes you look foolish, incompetent and displays a lack of interest in your customers experience. This is 2024. If your app was half as good as your cars that would be acceptable. But it's a total piece of junk.","1.00",LEXUS,ANDROID
"",After recent update crushes all the time,"2.00",LEXUS,ANDROID
"",Will not open on my Samsung S24 Ultra. Deserves zero stars.,"1.00",LEXUS,ANDROID
Question:,What’s going on with the HR pay section?,"3.00",TOYOTA,IOS
"",Useless.You can not check the tire pressure. Waste of money.,"1.00",TOYOTA,ANDROID
"",App is very buggy,"1.00",TOYOTA,ANDROID
"","1st time, beginner to experience new Toyota cross Xle, later.","5.00",TOYOTA,ANDROID
App constantly crashes,"The app constantly crashes. It’s impossible to renew my services, because I can’t ever get far enough into the process before the app just quits. I mean, I want to give you my money, Toyota, but your useless app won’t even let me do that!","1.00",TOYOTA,IOS
"","Unacceptable platform by a motor vehicle company. To have not been able to access my finances for my vehicle through this app is embarrassing. What toyotas app & website developers should be more embarrassed about is the fact that I can't even rely on logging into their website, making me have to call to pay. Making a car payment should be a seamless process & if there's a hiccup in the software provided by the company, it must be addressed IMMEDIATELY. Get it together Toyota. Unacceptable.","1.00",TOYOTA,ANDROID
